atleast, >d, done_percent, <ep, learning_curve, <np, nprod, optimism, pomposity, productivity_exp, productivity_new, r, to, ts, >dom, !klass
..9.88,92.37,..9.99,7.14,21.75..24,2.86,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.99,0.97..1
..9.88,92.37,..9.99,7.65,21.75..24,2.35,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.97,0.97..1
..9.88,92.37,..9.99,8.42,21.75..24,1.58,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.95,..0.97
..9.88,92.37,..9.99,4.81,21.75..24,5.19,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.94,..0.97
..9.88,92.37,..9.99,6.99,21.75..24,3.01,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.99,0.97..1
..9.88,92.37,..9.99,5.3,21.75..24,4.7,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,1,0.97..1
..9.88,92.37,..9.99,6.68,21.75..24,3.32,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.99,0.97..1
..9.88,92.37,..9.99,6.15,21.75..24,3.85,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.98,0.97..1
..9.88,92.37,..9.99,8.26,21.75..24,1.74,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.99,0.97..1
..9.88,92.37,..9.99,6.33,21.75..24,3.67,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.97,0.97..1
..9.88,92.37,..9.99,5.95,21.75..24,4.05,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.97,0.97..1
..9.88,92.37,..9.99,7.53,21.75..24,2.47,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,1,0.97..1
..9.88,92.37,..9.99,7.41,21.75..24,2.59,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.98,0.97..1
..9.88,92.37,..9.99,7.77,21.75..24,2.23,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,1,0.97..1
..9.88,92.37,..9.99,8.17,21.75..24,1.83,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.96,..0.97
..9.88,92.37,..9.99,8.57,21.75..24,1.43,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.98,0.97..1
..9.88,92.37,..9.99,5.53,21.75..24,4.47,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.98,0.97..1
..9.88,92.37,..9.99,7.87,21.75..24,2.13,4.32..8.09,..99.92,22.13..26.78,2.38..,0.42..0.43,189.65..236.03,27.53..36.85,51.12..64.07,0.99,0.97..1
..9.88,0.86,..9.99,7,10.66..21.69,2,4.32..8.09,..99.92,..9.54,2.38..,..0.25,236.03..817.08,27.53..36.85,51.12..64.07,0.37,..0.97
..9.88,100,..9.99,7.15,10.66..21.69,1.85,4.32..8.09,..99.92,..9.54,2.38..,..0.25,236.03..817.08,27.53..36.85,51.12..64.07,1,0.97..1
..9.88,48.54,..9.99,11.05,77.07..,22.95,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.05,..0.97
..9.88,48.54,..9.99,10.56,77.07..,23.44,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.14,..0.97
..9.88,48.54,..9.99,12.45,77.07..,21.55,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.13,..0.97
..9.88,48.54,..9.99,8.78,77.07..,25.22,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.15,..0.97
..9.88,48.54,..9.99,8.25,77.07..,25.75,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.17,..0.97
..9.88,48.54,..9.99,6.29,77.07..,27.71,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.08,..0.97
..9.88,48.54,..9.99,10.32,77.07..,23.68,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.09,..0.97
..9.88,48.54,..9.99,10.81,77.07..,23.19,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.19,..0.97
..9.88,48.54,..9.99,9.04,77.07..,24.96,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.07,..0.97
..9.88,48.54,..9.99,11.29,77.07..,22.71,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.12,..0.97
..9.88,48.54,..9.99,13.11,77.07..,20.89,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.14,..0.97
..9.88,48.54,..9.99,11.99,77.07..,22.01,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.12,..0.97
..9.88,48.54,..9.99,12.67,77.07..,21.33,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.12,..0.97
..9.88,48.54,..9.99,10.07,77.07..,23.93,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.14,..0.97
..9.88,48.54,..9.99,9.56,77.07..,24.44,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.08,..0.97
..9.88,48.54,..9.99,8.52,77.07..,25.48,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.05,..0.97
..9.88,0.11,..9.99,6,77.07..,28,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0,..0.97
..9.88,48.54,..9.99,6.58,77.07..,27.42,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.1,..0.97
..9.88,48.54,..9.99,7.98,77.07..,26.02,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.18,..0.97
..9.88,48.54,..9.99,9.3,77.07..,24.7,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.14,..0.97
..9.88,48.54,..9.99,11.52,77.07..,22.48,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.13,..0.97
..9.88,48.54,..9.99,7.7,77.07..,26.3,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.12,..0.97
..9.88,48.54,..9.99,13.33,77.07..,20.67,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.17,..0.97
..9.88,48.54,..9.99,12.22,77.07..,21.78,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.14,..0.97
..9.88,48.54,..9.99,13.33,77.07..,20.67,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.11,..0.97
..9.88,48.54,..9.99,9.82,77.07..,24.18,2.4..4.27,..99.92,9.54..22.13,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.13,..0.97
..9.88,48.54,..9.99,12.89,77.07..,21.11,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.18,..0.97
..9.88,48.54,..9.99,11.76,77.07..,22.24,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.06,..0.97
..9.88,48.54,..9.99,7.43,77.07..,26.57,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.07,..0.97
..9.88,48.54,..9.99,6.86,77.07..,27.14,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.18,..0.97
..9.88,48.54,..9.99,7.15,77.07..,26.85,2.4..4.27,..99.92,22.13..26.78,2.38..,..0.25,236.03..817.08,..10.82,51.12..64.07,0.11,..0.97
..9.88,100,..9.99,9.09,77.07..,7.91,9.5..,..99.92,26.78..,2.38..,..0.25,236.03..817.08,27.53..36.85,51.12..64.07,0.91,..0.97
..9.88,0.67,..9.99,9,77.07..,8,9.5..,..99.92,26.78..,2.38..,..0.25,236.03..817.08,27.53..36.85,51.12..64.07,0.19,..0.97
..9.88,100,..9.99,5.17,77.07..,12.83,8.09..8.86,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,..10.82,51.12..64.07,0.9,..0.97
..9.88,0.3,..9.99,5,77.07..,13,8.09..8.86,..99.92,26.78..,2.38..,0.52..0.66,236.03..817.08,..10.82,51.12..64.07,0.2,..0.97
..9.88,92.34,..9.99,3.77,33.61..64.18,12.23,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.88,..0.97
..9.88,92.34,..9.99,7.84,33.61..64.18,8.16,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.93,..0.97
..9.88,92.34,..9.99,10.72,33.61..64.18,5.28,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.81,..0.97
..9.88,92.34,..9.99,4.51,33.61..64.18,11.49,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.9,..0.97
..9.88,92.34,..9.99,6.46,33.61..64.18,9.54,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.9,..0.97
..9.88,92.34,..9.99,10.02,33.61..64.18,5.98,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.9,..0.97
..9.88,92.34,..9.99,8.33,33.61..64.18,7.67,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.89,..0.97
..9.88,92.34,..9.99,3.39,33.61..64.18,12.61,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.88,..0.97
..9.88,92.34,..9.99,5.85,33.61..64.18,10.15,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.87,..0.97
..9.88,92.34,..9.99,10.2,33.61..64.18,5.8,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.89,..0.97
..9.88,92.34,..9.99,10.55,33.61..64.18,5.45,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.94,..0.97
..9.88,92.34,..9.99,10.72,33.61..64.18,5.28,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.89,..0.97
..9.88,92.34,..9.99,9.63,33.61..64.18,6.37,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.95,..0.97
..9.88,92.34,..9.99,7.04,33.61..64.18,8.96,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.87,..0.97
..9.88,92.34,..9.99,9.43,33.61..64.18,6.57,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.88,..0.97
..9.88,92.34,..9.99,9.83,33.61..64.18,6.17,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.89,..0.97
..9.88,92.34,..9.99,8.79,33.61..64.18,7.21,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.88,..0.97
..9.88,92.34,..9.99,5.2,33.61..64.18,10.8,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.93,..0.97
..9.88,92.34,..9.99,9.01,33.61..64.18,6.99,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.93,..0.97
..9.88,92.34,..9.99,10.38,33.61..64.18,5.62,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.91,..0.97
..9.88,92.34,..9.99,4.15,33.61..64.18,11.85,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.88,..0.97
..9.88,0.32,..9.99,3,33.61..64.18,13,2.4..4.27,..99.92,26.78..,2.38..,0.9..,822.37..,27.53..36.85,51.12..64.07,0.19,..0.97
..9.88,92.34,..9.99,6.16,33.61..64.18,9.84,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.92,..0.97
..9.88,92.34,..9.99,7.31,33.61..64.18,8.69,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.88,..0.97
..9.88,92.34,..9.99,6.76,33.61..64.18,9.24,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.84,..0.97
..9.88,92.34,..9.99,7.58,33.61..64.18,8.42,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.94,..0.97
..9.88,92.34,..9.99,9.22,33.61..64.18,6.78,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.95,..0.97
..9.88,92.34,..9.99,5.53,33.61..64.18,10.47,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.85,..0.97
..9.88,92.34,..9.99,4.86,33.61..64.18,11.14,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.87,..0.97
..9.88,92.34,..9.99,8.09,33.61..64.18,7.91,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.93,..0.97
..9.88,92.34,..9.99,8.56,33.61..64.18,7.44,2.4..4.27,..99.92,26.78..,2.38..,0.9..,236.03..817.08,27.53..36.85,51.12..64.07,0.9,..0.97
..9.88,0.03,..9.99,5,33.61..64.18,14,2.4..4.27,..99.92,9.54..22.13,2.38..,0.52..0.66,..184.92,63.4..87.12,51.12..64.07,0.12,..0.97
..9.88,100,..9.99,5.32,33.61..64.18,13.68,2.4..4.27,..99.92,9.54..22.13,2.38..,0.52..0.66,..184.92,63.4..87.12,51.12..64.07,0.9,..0.97
..9.88,100,..9.99,7.19,..10.66,1.81,2.4..4.27,..99.92,..9.54,2.38..,..0.25,236.03..817.08,63.4..87.12,51.12..64.07,1,0.97..1
..9.88,0.22,..9.99,6,..10.66,3,2.4..4.27,..99.92,..9.54,2.38..,..0.25,236.03..817.08,63.4..87.12,51.12..64.07,0.32,..0.97
..9.88,96.27,..9.99,13.22,10.66..21.69,5.78,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.86,..0.97
..9.88,96.27,..9.99,14.03,10.66..21.69,4.97,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.84,..0.97
..9.88,96.27,..9.99,15.99,10.66..21.69,3.01,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.91,..0.97
..9.88,96.27,..9.99,16.66,10.66..21.69,2.34,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.89,..0.97
..9.88,96.27,..9.99,15.13,10.66..21.69,3.87,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.9,..0.97
..9.88,96.27,..9.99,16.66,10.66..21.69,2.34,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.9,..0.97
..9.88,96.27,..9.99,12.61,10.66..21.69,6.39,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.93,..0.97
..9.88,96.27,..9.99,9.46,10.66..21.69,9.54,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.86,..0.97
..9.88,96.27,..9.99,13.77,10.66..21.69,5.23,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.87,..0.97
..9.88,96.27,..9.99,12.93,10.66..21.69,6.07,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.91,..0.97
..9.88,96.27,..9.99,13.5,10.66..21.69,5.5,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.87,..0.97
..9.88,96.27,..9.99,16.14,10.66..21.69,2.86,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.88,..0.97
..9.88,96.27,..9.99,15.83,10.66..21.69,3.17,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.91,..0.97
..9.88,96.27,..9.99,11.58,10.66..21.69,7.42,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.88,..0.97
..9.88,0.72,..9.99,9,10.66..21.69,10,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,822.37..,36.85..44.64,51.12..64.07,0.07,..0.97
..9.88,96.27,..9.99,14.72,10.66..21.69,4.28,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.9,..0.97
..9.88,96.27,..9.99,11.94,10.66..21.69,7.06,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.87,..0.97
..9.88,96.27,..9.99,16.41,10.66..21.69,2.59,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.92,..0.97
..9.88,96.27,..9.99,16.28,10.66..21.69,2.72,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.93,..0.97
..9.88,96.27,..9.99,15.32,10.66..21.69,3.68,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.88,..0.97
..9.88,96.27,..9.99,14.93,10.66..21.69,4.07,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.9,..0.97
..9.88,96.27,..9.99,10.37,10.66..21.69,8.63,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.85,..0.97
..9.88,96.27,..9.99,15.5,10.66..21.69,3.5,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.85,..0.97
..9.88,96.27,..9.99,11.2,10.66..21.69,7.8,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.89,..0.97
..9.88,96.27,..9.99,9.93,10.66..21.69,9.07,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.87,..0.97
..9.88,96.27,..9.99,14.27,10.66..21.69,4.73,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.88,..0.97
..9.88,96.27,..9.99,16.54,10.66..21.69,2.46,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.84,..0.97
..9.88,96.27,..9.99,12.29,10.66..21.69,6.71,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.86,..0.97
..9.88,96.27,..9.99,10.79,10.66..21.69,8.21,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.85,..0.97
..9.88,96.27,..9.99,14.5,10.66..21.69,4.5,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.84,..0.97
..9.88,96.27,..9.99,15.67,10.66..21.69,3.33,2.4..4.27,..99.92,26.78..,..2.38,0.52..0.66,236.03..817.08,36.85..44.64,51.12..64.07,0.83,..0.97
..9.88,99.54,..9.99,10.64,64.18..76.88,4.36,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,10.82..27.53,51.12..64.07,0.96,..0.97
..9.88,99.54,..9.99,10.21,64.18..76.88,4.79,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.92,..0.97
..9.88,0.83,..9.99,9,64.18..76.88,6,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.17,..0.97
..9.88,99.54,..9.99,9.23,64.18..76.88,5.77,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.93,..0.97
..9.88,99.54,..9.99,10.69,64.18..76.88,4.31,1.66..2.4,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.95,..0.97
..9.88,99.54,..9.99,9.16,64.18..76.88,5.84,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.96,..0.97
..9.88,99.54,..9.99,10.92,64.18..76.88,4.08,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.95,..0.97
..9.88,99.54,..9.99,9.88,64.18..76.88,5.12,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.91,..0.97
..9.88,99.54,..9.99,9.08,64.18..76.88,5.92,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.94,..0.97
..9.88,99.54,..9.99,9.67,64.18..76.88,5.33,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.94,..0.97
..9.88,99.54,..9.99,10.46,64.18..76.88,4.54,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.97,0.97..1
..9.88,99.54,..9.99,9.74,64.18..76.88,5.26,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.96,..0.97
..9.88,99.54,..9.99,9.53,64.18..76.88,5.47,1.66..2.4,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.95,..0.97
..9.88,99.54,..9.99,9.6,64.18..76.88,5.4,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,10.82..27.53,51.12..64.07,0.93,..0.97
..9.88,99.54,..9.99,9.95,64.18..76.88,5.05,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.91,..0.97
..9.88,99.54,..9.99,10.02,64.18..76.88,4.98,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.97,0.97..1
..9.88,99.54,..9.99,10.81,64.18..76.88,4.19,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.97,0.97..1
..9.88,99.54,..9.99,10.08,64.18..76.88,4.92,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.98,0.97..1
..9.88,99.54,..9.99,10.86,64.18..76.88,4.14,1.66..2.4,..99.92,26.78..,2.38..,0.25..0.41,..184.92,10.82..27.53,51.12..64.07,0.96,..0.97
..9.88,99.54,..9.99,10.15,64.18..76.88,4.85,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,10.82..27.53,51.12..64.07,0.94,..0.97
..9.88,99.54,..9.99,10.34,64.18..76.88,4.66,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,10.82..27.53,51.12..64.07,0.96,..0.97
..9.88,99.54,..9.99,10.58,64.18..76.88,4.42,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.91,..0.97
..9.88,99.54,..9.99,10.27,64.18..76.88,4.73,1.66..2.4,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.93,..0.97
..9.88,99.54,..9.99,10.52,64.18..76.88,4.48,1.66..2.4,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.93,..0.97
..9.88,99.54,..9.99,9.46,64.18..76.88,5.54,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.97,0.97..1
..9.88,99.54,..9.99,9.81,64.18..76.88,5.19,1.66..2.4,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.92,..0.97
..9.88,99.54,..9.99,10.92,64.18..76.88,4.08,1.66..2.4,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.94,..0.97
..9.88,99.54,..9.99,9.31,64.18..76.88,5.69,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.98,0.97..1
..9.88,99.54,..9.99,9.38,64.18..76.88,5.62,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,10.82..27.53,51.12..64.07,0.9,..0.97
..9.88,99.54,..9.99,10.75,64.18..76.88,4.25,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.97,0.97..1
..9.88,99.54,..9.99,10.4,64.18..76.88,4.6,2.4..4.27,..99.92,26.78..,2.38..,0.25..0.41,..184.92,27.53..36.85,51.12..64.07,0.95,..0.97
